title,link,image,content
Amartey ve Kuzyaev'de sona doğru!,https://www.duhuliye.com/amartey-ve-kuzyaevde-sona-dogru,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/image-103.png," Teknik direktör Şenol Güneş'in önceki gün düzenlediği basın toplantısında stoper ve orta saha transferini işaret etmesinin ardından gözler bu bölgelere yapılacak hamlelere çevrildi. Her iki mevki için birçok oyuncuyla yapılan görüşmeler sonrası stoperde Amartey, orta sahada Kuzyaev isimleri ön plana çıktı. Beşiktaş yönetimi bonservisi elinde bulunan her iki oyuncuya da teklifini iletti. Beşiktaş'ın teklifinin oyuncular tarafından olumlu karşılandığı, oyuncuların Avrupa'nın büyük liglerinden gelebilecek bir teklif için Beşiktaş'tan süre talep ettikleri öğrenildi. Geçtiğimiz hafta sonu oyunculara 1 hafta süre tanıyan Beşiktaş yönetimi oyuncuların durumunu yakından takip ederken, her iki oyuncuya da gelen bir teklifin olmadığı, oyuncuların en geç bu hafta sonunda Beşiktaş'a olumlu dönüş yapmalarının beklendiği bilgisine ulaşıldı. Amartey ve Kuzyaev'i kadrosuna katmaya yakın olan Beşiktaş, oyuncuları Avusturya kampına yetiştirip, 27 Temmuz'da oynanacak Konferans Ligi eleme turunda sahaya çıkarmanın hesaplarını yapıyor. Duhuliye.com / ÖZEL HABER ..."
Yönetimden kombine kararı! Konferans Ligi...,https://www.duhuliye.com/yonetimden-kombine-karari-konferans-ligi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/x1080-3.jpg," Kombinelerde fiyatlar dışında en çok tartışılan konulardan biri de Konferans Ligi maçlarının kombine kapsamına dahil edilmemesi olmuştu. Yönetim, Avrupa maçlarında farklı fiyatlandırma uygulaması geliştirmek istediği için özellikle sosyal medyada taraftarlarca ağır eleştirilere maruz kalmıştı. Taraftarın tepkisi ve taraftar gruplarının yönetimle yaptığı görüşmeler sonrası Konferans Ligi maçlarının da kombine kapsamına dahil edilmesi kararı alındı. Beşiktaş yönetiminin bu kararı kısa süre içerisinde açıklaması bekleniyor. Duhuliye.com / ÖZEL HABER ..."
Beşiktaş'ın 110 milyon Eurosu nasıl buhar oldu?,https://www.duhuliye.com/besiktasin-110-milyon-eurosu-nasil-buhar-oldu,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/06/gazprom-bjk.png," Spor dışına çıkmayalım diyoruz ya genelde. Direniyorum ama sınırlar da zorlanıyor. İçim içimi yiyor! Nasıl rahat olayım nasıl? Dünyanın en güzel konumuna sahip olan Beşiktaş’ın stadı isim sponsoru sendromu yaşıyor. Oysa Ahmet Nur Çebi, Rusya’nın en büyük şirketi olan Gazprom’un CEO’su Alexey Miller ile anlaşmaya varmıştı. Hem de öyle böyle değil. 5 yıllık. İlk 3 yıl için toplam 60 milyon euro. Kalan son iki sene 50 milyon olacaktı. Bu yıllık sponsorluk ücreti futbol takımının yıllık maliyetinin yarısından fazlasıydı. Anlaşmanın yazıya dökülüp imzalanması için tarih belirlenme sürecine girildi. İşte ne oldu ise tam bu sırada oldu. Ne yaptın Wagner? Şu bildiğimiz Wagner Love degil. Rus özel birliklerin adı. Sen kalk Putin’e baş kaldır. Kremlin’i kuşatmak için Moskova yoluna düş. Allah sana akıl fikir versin Wagner! Hal böyle olunca Çebi, Miller’e ulaşamıyor. Yer yarıldı, Wagner'in içine düştü sanki. CEO ortalıkta yok. Kulübe öte yandan bilgi notu ulaşıyor. ""Rusya’da yaşanan olağanüstü durum itibari ile bütün sportif faaliyetlerimize verdiğimiz destekler askıya alınmıştır"" diye. Al sana şok. Getirisi yok. Oldu mu şimdi? Ulan Wagner misin Keller misin her neysen bir çuval inciri mahvettin. Ülkemizin en büyük sponsorluk anlaşmasının ipini çektin. Hadi kendini mahvettin. Beter olasın beter de! Beşiktaş’a yaşattığın bu zararı kim nasıl, telafi edecek? Ulan senin yatacak yerin yok Wagner! Lanet olası seni! DEMİRÖREN DEVREDE Stat ismi için Rus doğal gaz firması ile büyük sıkıntı yaşayan Beşiktaş, bunun üzerine Azerbaycan’ın milli petrol ve gaz şirketi SOCAR ile temasa başladı. Bunun için, aynı ülkede, işleri olan (Bahis ve piyango şirketleri) eski Başkan Yıldırım Demirören’in desteğine başvurulduğu ileri sürülüyor. İngiliz kulüplerine yaptıkları yatırımlarla öne çıkan Birleşik Arap Emirlikleri Havayolu şirketi Emirates’in ilgisi de var. Peki Moskova - Bakü - Dubai üçgeninde anlaşma sağlanamaz ise ne olacak? Çebi’nin ‘B’ planı da hazır. Bunun adı THY. Milli havayolu şirketimiz; Basket ve futbola ilgili. Euroleague ve Şampiyonlar Ligi ana sponsoru. Başakşehir’e bile bir dönem sponsorluk yapmıştı. Taraftarı, camiası, izlenmesi olmayan Bu kulübe hem de. THY ile Stat sponsoru anlaşması hiç fena olmaz. Ülkenin iki güzide markası Dolmabahçe’ye çok yakışır. Şahsen Emirates yerine THY tercihimdir. Ancak futbolda duygusallığa yer yok. Parayı veren, düdüğü çalıyor. Beş parasız kalasın Wagner! İnsanların hayallerini mahvettin Wagner! (Şerafettin Tilki/yeniçağ) ..."
"Beşiktaş, Borsada En Fazla Kazandıran Spor Şirketi Oldu",https://www.duhuliye.com/besiktas-borsada-en-fazla-kazandiran-spor-sirketi-oldu,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/1454937292716.jpg," Borsa İstanbul'da işlem gören spor kulüpleri arasında hisseleri yılın ilk yarısında yüzde 280,5 artış kaydeden Beşiktaş Futbol Yatırımları Sanayi ve Ticaret AŞ, yatırımcısına en fazla kazandıran spor şirketi oldu. AA muhabirinin derlediği verilere göre, spor endeksi, Ocak-Haziran 2023'te yüzde 26 değer kazandı. Hisseleri yılın ilk yarısında yüzde 280,5 artan Beşiktaş, bu dönemde yatırımcısına en fazla kazandıran spor şirketi oldu. Beşiktaş hisseleri, geçen ay da 23,10 lira ile tavan oldu. Beşiktaş, Spor Toto Süper Lig'i 3. sırada tamamladı. Valerien Ismael ile sezona başlayan siyah-beyazlı ekip, Fransız çalıştırıcı yönetiminde istenilen sonuçların alınamaması üzerine 11. haftanın ardından teknik direktör değişikliğine gitti. Takımı Şenol Güneş'e emanet eden siyah-beyazlılar, deneyimli teknik adamla iyi bir grafik çizdi. Beşiktaş ayrıca, finansal teknoloji şirketlerinden Papara ile sponsorluk anlaşması imzaladı. Galatasaray, 193 milyon 791 bin lirayla havuzdan en fazla pay alan ekip oldu Galatasaray Sportif Sınai ve Ticari Yatırımlar'ın hisseleri, yılın ilk yarısında yüzde 5,9 artış kaydetti. Galatasaray, Spor Toto Süper Lig'de 2022-2023 sezonunu zirvede tamamlayarak 23. şampiyonluğuna ulaştı. Şampiyonluğu daha önce garantileyen Galatasaray, 37. haftada konuk ettiği ezeli rakibi Fenerbahçe'yi 3-0 mağlup etmişti. Spor Toto Süper Lig'de 2022-2023 sezonu geride kalırken, takımların yayın gelirleri de şekillendi. Sezonu şampiyon olarak tamamlayan Galatasaray, 193 milyon 791 bin lirayla havuzdan en fazla pay alan ekip oldu. Fenerbahçe hisseleri ilk yarıda yüzde 14,7 düştü İlk yarıda yatırımcısına Trabzonspor Sportif Yatırım ve Futbol İşletmeciliği yüzde 8,8 ve Fenerbahçe Futbol AŞ yüzde 14,7 kaybettirdi. Spor Toto Süper Lig'de Medipol Başakşehir'e deplasmanda 3-1 yenilerek ligi 57 puanla 6. sırada tamamlayan Trabzonspor, şampiyon olarak bitirdiği geçen sezonu aradı. Zirve yarışından uzakta kalan Trabzonspor, borsada da iç açıcı bir performans sergilemedi. Bu arada, Fenerbahçe Kulübü ve bağlı ortaklıklarının 31 Aralık 2022 itibarıyla borcunun 7 milyar 686 milyon lira olduğu bildirildi. Spor hisseleri haziran ayında yatırımcısına kazandırdı Aylık bazda bakıldığında ise spor hisseleri haziranda yatırımcısının yüzünü güldürdü. Özellikle borsada ralli havasının devam etmesi ve rekorların tazelenmesiyle geçen ay spor hisselerinde de hızlı yükselişler görüldü. Geçen ay yatırımcısına Beşiktaş yüzde 73,6, Fenerbahçe yüzde 30, Trabzonspor yüzde 24,2 ve Galatasaray yüzde 4,4 kazandırdı. En fazla piyasa değerine Fenerbahçe sahip Halka açık 4 spor şirketi arasında en fazla piyasa değerine Fenerbahçe sahip oldu. Fenerbahçe, geçen ayı 6 milyar 156 milyon 556 bin lira piyasa değeriyle tamamladı. Beşiktaş'ın piyasa değeri, haziranda 5 milyar 424 milyon lirayla tarihi zirveye ulaştı. Fenerbahçe ve Beşiktaş'ı, 4 milyar 525 milyon 200 bin lirayla Galatasaray ve 2 milyar 185 milyon lirayla Trabzonspor takip etti. Borsada işlem gören 4 spor şirketinin Aralık 2022, Mayıs 2023, Haziran 2023 kapanış fiyatı, değişimi, 2022 sonuna göre farkı ve piyasa değeri şöyle: Şirket 2022 Aralık kapanış fiyatı (TL) 2023 Mayıs kapanış fiyatı (TL) 2023 Haziran kapanış fiyatı (TL) 2023 Haziran aylık değişim (yüzde) 2022 sonuna göre fark (yüzde) Piyasa değeri Beşiktaş 5,94 13,02 22,60 +73,6 +280,5 5.424.000.000 Galatasaray 7,91 8,03 8,38 +4,4 +5,9 4.525.200.000 Trabzonspor 4,79 3,52 4,37 +24,2 -8,8 2.185.000.000 Fenerbahçe 72,90 47,86 62,20 +30 -14,7 6.156.556.000 Kaynak: Anadolu Ajansı ..."
"Beşiktaş, boğasını buldu",https://www.duhuliye.com/besiktas-bogasini-buldu,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/alex-collado-elche-4-641x361.webp," Yeni sezon hazırlıklarına başlayan Beşiktaş, transfer konusunda da gaza bastı. ALEX COLLADO GÜNDEMDE Beşiktaş'ın, bonservisi Barcelona'da bulunan ve geçtiğimiz sezonu Elche'ye geçiren Alex Collado ile ilgilendiği öne sürüldü. Katalan devinin gelecek planlarında yer almayan İspanyol kanatın, bu teklife sıcak bakabileceği kaydedildi. Collado geçtiğimiz sezon Elche formasıyla 17 maça çıkarken 764 dakika süre aldı ve 1 gol, 1 asistlik performans gösterdi. Barcelona ile 2024'e kadar sözleşmesi bulunan 24 yaşındaki oyuncunun güncel piyasa değeri 3 milyon euro. Kaynak: Sabah ..."
"Beşiktaş'ta isteneni verememişti, Los Angeles derbisinde yıldızlaştı!",https://www.duhuliye.com/besiktasin-eski-hucum,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/1671318jpg.webp," Amerikan futbol ligi MLS'te bu sabah tarihi bir final oynandı. El Trafico olarak adlandırılan Los Angeles Galaxy ve Los Angeles FC derbisini konuk ekip Los Angeles Galaxy 2-1 kazandı. Maçta Beşiktaş'ın ve Sivasspor'un eski futbolcusu Tyler Boyd, iyi performansını golle süsledi. El Trafico'da seyirci rekoru Ayrıca dev derbide seyirci rekoru da kırıldı. Rose Bowl Stadyumu'nda oynanan karşılaşmayı 82 bin 110 taraftar takip etti. İlk gol Tyler Boyd'dan geldi Los Angeles Galaxy'ye galibiyeti getiren golleri eski Beşiktaşlı Tyler Boyd ve Riqui Puig kaydetti. Los Angeles FC'nin tek golü ise Ilie Sanchez'den geldi. MLS seyirci rekoru yenilendi El Trafico olarak adlandırılan derbide seyirci rekoru kırıldı. Geçtiğimiz yıl Charlotte FC'nin ilk iç saha maçında 74 bin 479 kişi ile kırılan MLS seyirci rekoru, Los Angeles derbisiyle birlikte bir kez daha kırıldı. El Trafico derbisi ertelenmişti Karşılaşmayı 82 bin 110 kişi takip ederken bu maç, 25 Şubat'ta oynanması planlanmış ancak Güney Kaliforniya'daki şiddetli yağmur ve rüzgar nedeniyle ileri bir tarihe ertelenmişti. Los Angeles FC 32 puanda kaldı Batı Konferansı'nda 13. sırada yer alan Los Angeles Galaxy, aldığı galibiyetle puanını 19 yaptı. Sahadan yenilgiyle ayrılan ve konferans liderliği için mücadele den Los Angeles FC ise 32 puanda kaldı. Kaynak: Ajansspor ..."
"Redmond baba oldu, gözler kararda!",https://www.duhuliye.com/redmond-baba-oldu-gozler-kararda,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/image-102.png," Nathan Redmond'ın hamile eşi, bebeğini dünyaya getirdi. Redmond çifti çocuklarına Smokey Chai adını verdi. Siyah-beyazlılar, kontratı sona eren Redmond'la görüşmelerde bulunurken eşinin İngiltere'ye dönme isteği bu transferde en büyük engel olarak görülüyordu. Yine de son görüşmeler olumlu geçerken yıldız isim kesin kararını bu hafta iletecek. ..."
Beşiktaş'ın radarındaki o isme Fenerbahçe'den kanca,https://www.duhuliye.com/besiktasin-radarindaki-o-isme-fenerbahceden-kanca,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/1200-l-alexander-djiku-frustr-aprs-la-dfaite-au-parc-des-princes.jpg," Siyah beyazlıların stoper adaylarının başında gelen başarılı isme ezeli rakibinden teklif geldiği iddia edildi. Foot Mercato’da yer alan habere göre Strasbourg’dan ayrılan ve bonservisi elinde bulunan Alexander Djiku, Fenerbahçe’nin yeni stoper adayı konumunda. Beşiktaş’ın yanı sıra Premier Lig ekibi Nottingham da 28 yaşındaki savunmacının peşinde. Ancak en ciddi teklifin Sarı-Lacivertliler’den geldiği ve transferde bir adım öne geçtiği kaydedildi. Son 4 sezonu Strasbourg’ta geçiren Djiku, Gana Milli Takımı’nda da 20 kez görev yaptı. Kaynak: Fanatik ..."
Beşiktaş'tan Rangers'ın orta sahasına resmi teklif,https://www.duhuliye.com/besiktastan-rangersin-orta-sahasina-resmi-teklif,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/b25ly21zomu3y2rmodmxlwe4ymmtngizms1hyzhmltlimwnim2q2yjm1njpmmwjmmdyyyy03mjfiltq4nzetoti4mc00mdu0ntlhmju0ndk.jpg," Jean Onana konusunda beklediği cevabı alamayan Beşiktaş, Glen Kamara için Rangers'ın kapısını çaldı. Kiralama teklifi sundu. İskoç ekibinden cevap bekliyor. Siyah-beyazlıların 2025 sezonu sonuna kadar sözleşmesi Sierra Leone asıllı Fin oyuncu için yaptıkları teklifte kesin satın alma maddesi yer almıyor. Rangers'in milyon sterlin fiyat etiketi ile satışa koyduğu Kamara için önceliği bonservisiyle göndermek... şimdiye kadar Beşiktaş dışında herhangi netleşen bir teklif yok. Rangers'ın bir süre daha beklediği teklifi alamaması durumunda Beşiktaş'ın en azından kesin satın alma opisyonuyla masaya davet etme ihtimali üzerinde duruluyor. Kaynak: Fotospor ..."
Transferdeki gizli rota: Norveç'in Talisca'sı,https://www.duhuliye.com/transferdeki-gizli-rota-norvecin-taliscasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/velde.jpg," Sol kanada takviye arayışlarında olan siyah beyazlılar, Kristoffer Velde'yle anlaşma aşamasına geldi. Polonya'da Lech Poznan forması giyen 23 yaşındaki Norveçli oyuncu Şenol Güneş'i de oldukça büyüledi. Genç yıldızın analiz videolarını izleyen tecrübeli teknik adam oldukça heyecanlandı. Kartal'ın eski yıldızı Anderson Talisca'ya benzettiği oyuncunun transferinin bir an önce gerçekleşmesini istedi. KARTAL BİR ADIM ÖNDE Velde'nin menajeriyle yapılan görüşmelerde büyük aşama kaydedildi. Yıldız oyuncu da Beşiktaş'ta forma giymeye sıcak bakarken kulübü Lech Poznan işi yokuşa sürüyor. Sözleşmesi 2025'te bitecek olan Velde'den yüksek bonservis geliri bekleyen Polonya temsilcisinin yetkilileri, başka kulüplerin ilgisini kullanıyor. Velde'ye Bundesliga ve Fransa'dan taliplerin olmasına rağmen şu anda Beşiktaş'ın bir adım önde olduğu bilgisine ulaşıldı. LECH POZNAN'IN İSTEĞİ: 7 MİLYON EURO Norveç'in orta sıra takımlarından Haugesund'da forma giydiği dönemde Lech Poznan'ın keşfettiği Velde, 2021-22 sezonunun devre arasında 1.1 milyon euro karşılığında Polonya'nın yolunu tutmuştu. Velde için Lech Poznan'ın 7 milyon euro bonservis beklentisi olduğu öğrenildi. TAM KARTAL'IN İHTİYACI Birçok kulübün radarında olduğu belirtilen 23 yaşındaki Norveçli kanat oyuncusu, geride bıraktığımız sezon gösterdiği performansla dikkat çekilmişti. Lech Poznan ile 2022-23'te bütün kulvarlarda 48 maça çıkan oyuncu 16 gol 7 asistlik katkı verdi. Kaynak: Türkiye ..."
"'Kuzyaev, 2,5 milyon Euro'ya evet dedi' iddiası",https://www.duhuliye.com/kuzyaev-25-milyon-euroya-evet-dedi-iddiasi,https://duhuliyecom.teimg.com/crop/640x320/duhuliye-com/uploads/2023/07/kuzyaev.webp," Beşiktaş Sportif Direktörü Ceyhun Kazancı'nın bir gün önce, ''iyi haberler var'' dediği Daler Kuzyaev için Salı günü Rusya'dan aksi yönde bir iddia geldi. Rus Sports Daily'nin haberine göre; Orta saha oyuncusu Daler Kuzyaev, Zenit St. Petersburg'da oynamaya devam edecek. 30 yaşındaki oyuncu, Beşiktaş'a gitmeyi reddetti. Kaynağımızın iddiasına göre Zenit, Kuzyaev'e yılda 2,5 milyon Euro vermeyi kabul etti. Kuzyaev de bu sayede yeni sözleşmeyi onayladı. Sözleşmenin şartları kısa süre içinde basına duyurulacak. DALER KUZYAEV 2017'DEN BERİ ZENIT'TE Beşiktaş'ın bir numaralı orta saha hedefi haline gelen Daler Kuzyaev, 2017'den beri Zenit forması giyiyor. Zenit, 2017 yılında Akhmat Grozny'e 4 milyon Euro ödeyerek Daler Kuzyaev'in bonservisini almıştı. Daler Kuzyaev, geçen sezon 35 maçta forma giyerken, 5 gol atıp, 7 asist gerçekleştirmişti. Kaynak: Fotospor ..."
